29, Private,122000, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States
37, Local-gov,102936, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,55, United-States
20, Self-emp-not-inc,197207, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States
26, Private,179010, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65, United-States
32, Private,379412, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
32, Private,204374, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States
50, Private,548361, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States
28, Private,132686, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
69, ?,28197, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,60, United-States
21, Private,202871, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,44, United-States
53, Private,251675, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador
28, Private,33798, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
36, Private,49626, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
46, State-gov,111163, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, United-States
32, Local-gov,42596, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
27, Private,255582, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States
28, Local-gov,34452, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
34, Private,42596, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
90, Private,115306, Masters,14, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States
62, Private,185503, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
42, Private,181265, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States
41, Private,217902, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
21, Private,177125, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States
29, Private,49087, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States
19, Private,182355, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States
32, Private,362259, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
36, State-gov,147258, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States
26, Private,112754, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States
29, Self-emp-not-inc,405083, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States
47, Private,34458, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States
38, Private,243872, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States
39, Self-emp-not-inc,194004, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States
36, Private,73023, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,55, United-States
51, Private,313146, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
59, Self-emp-inc,255822, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States
45, Private,204205, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States
54, Self-emp-not-inc,83311, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States
49, Self-emp-inc,431245, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
19, ?,440417, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,15, United-States
22, Private,464103, 1st-4th,2, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala
27, Self-emp-inc,233724, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States
29, Private,285419, 12th,8, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States
46, Private,149388, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
18, Private,51789, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States
48, Private,235646, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,3103,0,40, United-States
61, Local-gov,115023, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
64, Private,164204, 1st-4th,2, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,53, ?
69, Private,106595, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,1848,0,40, United-States
25, Private,345121, 10th,6, Separated, Other-service, Own-child, White, Female,0,0,25, United-States
29, Private,107160, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States
42, Private,113147, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States
21, Federal-gov,169003, 12th,8, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, United-States
40, Private,207578, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,60, United-States
25, Private,199947, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
36, Private,280169, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
37, Private,126954, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
53, Private,302868, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
53, Private,288353, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
59, Private,221336, 10th,6, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, Philippines
22, ?,291547, 5th-6th,3, Married-civ-spouse, ?, Wife, Other, Female,0,0,40, Mexico
29, Private,110134, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
63, Self-emp-not-inc,125178, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
37, Private,213726, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines
37, Private,190987, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,7298,0,40, United-States
61, Private,238913, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
25, Private,195201, HS-grad,9, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, United-States
37, Private,188540, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, United-States
38, Self-emp-not-inc,423616, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,24, United-States
30, Self-emp-not-inc,31510, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States
55, Private,163083, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Male,14084,0,45, United-States
20, ?,114357, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States
38, Private,149018, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
47, Self-emp-inc,105779, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States
19, Private,71650, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
38, Private,368140, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
26, Private,96467, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
66, Private,29431, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
36, Private,218490, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Germany
19, ?,263224, 11th,7, Never-married, ?, Unmarried, White, Female,0,0,30, United-States
43, Self-emp-not-inc,182217, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States
25, Private,231714, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
27, Private,176683, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States
62, Local-gov,151369, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
27, ?,224421, Some-college,10, Divorced, ?, Own-child, White, Male,0,0,40, United-States
51, Private,71046, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male,0,0,45, Scotland
42, Private,364832, 7th-8th,4, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States
61, Self-emp-not-inc,96073, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, England
40, Federal-gov,241895, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
58, Self-emp-not-inc,203039, 9th,5, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
39, Private,148015, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,52, United-States
29, Private,29974, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
30, Local-gov,125159, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,14084,0,45, ?
28, Private,141350, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
30, Private,75573, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Germany
61, ?,72886, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,38, United-States
22, Self-emp-not-inc,197387, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
27, Local-gov,125442, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
33, Private,55291, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
71, Private,212806, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States
39, ?,103986, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,1590,40, United-States
25, Private,124111, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
30, Private,159888, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States
38, Self-emp-not-inc,192939, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
47, Local-gov,246891, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
53, Federal-gov,68985, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
22, Private,208946, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States
42, Private,331651, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,8614,0,50, United-States
28, Private,142712, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
21, Private,202570, 12th,8, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,48, ?
34, Private,168768, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States
29, Private,405177, 10th,6, Separated, Sales, Unmarried, White, Female,0,0,40, United-States
37, Private,295949, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
24, Federal-gov,29591, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States
47, Private,334679, Masters,14, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,42, India
48, Local-gov,189762, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
40, Federal-gov,77332, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States
30, Local-gov,261319, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
63, Private,206052, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
60, Self-emp-not-inc,78913, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
41, Private,99870, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
67, Private,288371, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada
20, Private,137618, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States
52, Private,194580, 5th-6th,3, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States
51, ?,43909, HS-grad,9, Divorced, ?, Unmarried, Black, Female,0,0,40, United-States
23, Private,386705, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, United-States
24, Private,461678, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States
26, Private,216010, HS-grad,9, Separated, Exec-managerial, Own-child, White, Female,0,0,40, United-States
77, Self-emp-not-inc,71676, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,1944,1, United-States
24, Private,217961, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
27, Self-emp-not-inc,243569, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
28, Private,195573, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
49, Private,115784, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
51, Private,147954, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,3411,0,38, United-States
29, Private,202182, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
38, Local-gov,223004, Some-college,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,75, United-States
55, Private,127014, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States
34, Private,255693, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States
19, Private,86150, 11th,7, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,19, Philippines
18, ?,165532, 12th,8, Never-married, ?, Own-child, White, Male,0,0,25, United-States
24, ?,376474, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
74, Private,194312, 9th,5, Widowed, Craft-repair, Not-in-family, White, Male,0,0,10, ?
26, Private,205036, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,42, United-States
41, Private,79797, HS-grad,9, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan
